ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,LastUpdatedDate,LastUpdatedTime,timestamp
33,BHMBCCMKT01,577,26.14453614,91.73617216,129,car,low,2,0,05-10-2016,15:30:00,2016-10-05T15:30:00.000+0000
34,BHMBCCMKT01,577,26.14453614,91.73617216,121,car,low,2,0,05-10-2016,16:04:00,2016-10-05T16:04:00.000+0000
35,BHMBCCMKT01,577,26.14453614,91.73617216,114,bike,low,1,0,05-10-2016,16:30:00,2016-10-05T16:30:00.000+0000
36,BHMBCCMKT01,577,26.14453614,91.73617216,58,car,low,1,0,06-10-2016,07:57:00,2016-10-06T07:57:00.000+0000
37,BHMBCCMKT01,577,26.14453614,91.73617216,63,car,low,1,0,06-10-2016,08:30:00,2016-10-06T08:30:00.000+0000
38,BHMBCCMKT01,577,26.14453614,91.73617216,70,car,low,1,0,06-10-2016,08:57:00,2016-10-06T08:57:00.000+0000
39,BHMBCCMKT01,577,26.14453614,91.73617216,95,car,low,2,0,06-10-2016,09:30:00,2016-10-06T09:30:00.000+0000
40,BHMBCCMKT01,577,26.14453614,91.73617216,135,car,low,3,0,06-10-2016,10:03:00,2016-10-06T10:03:00.000+0000
41,BHMBCCMKT01,577,26.14453614,91.73617216,160,car,average,3,0,06-10-2016,10:30:00,2016-10-06T10:30:00.000+0000
42,BHMBCCMKT01,577,26.14453614,91.73617216,177,car,average,3,0,06-10-2016,10:57:00,2016-10-06T10:57:00.000+0000
43,BHMBCCMKT01,577,26.14453614,91.73617216,191,cycle,average,4,0,06-10-2016,11:30:00,2016-10-06T11:30:00.000+0000
44,BHMBCCMKT01,577,26.14453614,91.73617216,199,car,high,7,0,06-10-2016,12:04:00,2016-10-06T12:04:00.000+0000
45,BHMBCCMKT01,577,26.14453614,91.73617216,206,car,high,7,0,06-10-2016,12:30:00,2016-10-06T12:30:00.000+0000
46,BHMBCCMKT01,577,26.14453614,91.73617216,198,car,average,5,0,06-10-2016,12:57:00,2016-10-06T12:57:00.000+0000
47,BHMBCCMKT01,577,26.14453614,91.73617216,208,bike,high,7,0,06-10-2016,13:30:00,2016-10-06T13:30:00.000+0000
48,BHMBCCMKT01,577,26.14453614,91.73617216,200,car,average,5,0,06-10-2016,13:57:00,2016-10-06T13:57:00.000+0000
49,BHMBCCMKT01,577,26.14453614,91.73617216,175,cycle,average,3,0,06-10-2016,14:30:00,2016-10-06T14:30:00.000+0000
50,BHMBCCMKT01,577,26.14453614,91.73617216,158,car,low,2,0,06-10-2016,15:04:00,2016-10-06T15:04:00.000+0000
51,BHMBCCMKT01,577,26.14453614,91.73617216,153,bike,low,2,0,06-10-2016,15:31:00,2016-10-06T15:31:00.000+0000
52,BHMBCCMKT01,577,26.14453614,91.73617216,135,bike,low,1,0,06-10-2016,16:04:00,2016-10-06T16:04:00.000+0000
53,BHMBCCMKT01,577,26.14453614,91.73617216,129,car,low,2,0,06-10-2016,16:30:00,2016-10-06T16:30:00.000+0000
54,BHMBCCMKT01,577,26.14453614,91.73617216,58,car,low,2,0,07-10-2016,08:03:00,2016-10-07T08:03:00.000+0000
55,BHMBCCMKT01,577,26.14453614,91.73617216,61,car,average,2,0,07-10-2016,08:30:00,2016-10-07T08:30:00.000+0000
56,BHMBCCMKT01,577,26.14453614,91.73617216,75,car,low,1,0,07-10-2016,09:04:00,2016-10-07T09:04:00.000+0000
57,BHMBCCMKT01,577,26.14453614,91.73617216,103,car,low,2,0,07-10-2016,09:30:00,2016-10-07T09:30:00.000+0000
58,BHMBCCMKT01,577,26.14453614,91.73617216,128,bike,low,2,0,07-10-2016,09:57:00,2016-10-07T09:57:00.000+0000
59,BHMBCCMKT01,577,26.14453614,91.73617216,172,truck,high,5,0,07-10-2016,10:30:00,2016-10-07T10:30:00.000+0000
60,BHMBCCMKT01,577,26.14453614,91.73617216,188,car,average,3,0,07-10-2016,10:57:00,2016-10-07T10:57:00.000+0000
61,BHMBCCMKT01,577,26.14453614,91.73617216,199,bike,average,4,0,07-10-2016,11:30:00,2016-10-07T11:30:00.000+0000
62,BHMBCCMKT01,577,26.14453614,91.73617216,210,car,high,7,0,07-10-2016,12:03:00,2016-10-07T12:03:00.000+0000
63,BHMBCCMKT01,577,26.14453614,91.73617216,206,bike,high,7,0,07-10-2016,12:30:00,2016-10-07T12:30:00.000+0000
64,BHMBCCMKT01,577,26.14453614,91.73617216,200,car,high,7,0,07-10-2016,13:04:00,2016-10-07T13:04:00.000+0000
65,BHMBCCMKT01,577,26.14453614,91.73617216,201,car,high,7,0,07-10-2016,13:30:00,2016-10-07T13:30:00.000+0000
66,BHMBCCMKT01,577,26.14453614,91.73617216,193,bike,average,3,0,07-10-2016,14:03:00,2016-10-07T14:03:00.000+0000
67,BHMBCCMKT01,577,26.14453614,91.73617216,181,car,average,4,0,07-10-2016,14:30:00,2016-10-07T14:30:00.000+0000
68,BHMBCCMKT01,577,26.14453614,91.73617216,172,truck,low,2,0,07-10-2016,15:04:00,2016-10-07T15:04:00.000+0000
69,BHMBCCMKT01,577,26.14453614,91.73617216,159,cycle,low,2,0,07-10-2016,15:30:00,2016-10-07T15:30:00.000+0000
70,BHMBCCMKT01,577,26.14453614,91.73617216,158,cycle,low,2,0,07-10-2016,15:57:00,2016-10-07T15:57:00.000+0000
71,BHMBCCMKT01,577,26.14453614,91.73617216,132,car,low,2,0,07-10-2016,16:30:00,2016-10-07T16:30:00.000+0000
72,BHMBCCMKT01,577,26.14453614,91.73617216,58,car,low,1,0,08-10-2016,07:57:00,2016-10-08T07:57:00.000+0000
73,BHMBCCMKT01,577,26.14453614,91.73617216,61,car,average,2,0,08-10-2016,08:30:00,2016-10-08T08:30:00.000+0000
74,BHMBCCMKT01,577,26.14453614,91.73617216,75,truck,low,1,0,08-10-2016,08:57:00,2016-10-08T08:57:00.000+0000
75,BHMBCCMKT01,577,26.14453614,91.73617216,104,car,low,2,0,08-10-2016,09:30:00,2016-10-08T09:30:00.000+0000
76,BHMBCCMKT01,577,26.14453614,91.73617216,158,car,low,3,0,08-10-2016,10:04:00,2016-10-08T10:04:00.000+0000
77,BHMBCCMKT01,577,26.14453614,91.73617216,191,truck,average,3,0,08-10-2016,10:30:00,2016-10-08T10:30:00.000+0000
78,BHMBCCMKT01,577,26.14453614,91.73617216,223,truck,average,4,0,08-10-2016,10:57:00,2016-10-08T10:57:00.000+0000
79,BHMBCCMKT01,577,26.14453614,91.73617216,254,car,average,4,0,08-10-2016,11:30:00,2016-10-08T11:30:00.000+0000
80,BHMBCCMKT01,577,26.14453614,91.73617216,306,car,high,7,0,08-10-2016,12:04:00,2016-10-08T12:04:00.000+0000
81,BHMBCCMKT01,577,26.14453614,91.73617216,320,car,high,8,0,08-10-2016,12:30:00,2016-10-08T12:30:00.000+0000
82,BHMBCCMKT01,577,26.14453614,91.73617216,348,car,high,7,0,08-10-2016,13:04:00,2016-10-08T13:04:00.000+0000
83,BHMBCCMKT01,577,26.14453614,91.73617216,357,car,high,7,0,08-10-2016,13:30:00,2016-10-08T13:30:00.000+0000
84,BHMBCCMKT01,577,26.14453614,91.73617216,395,bike,average,4,0,08-10-2016,14:03:00,2016-10-08T14:03:00.000+0000
85,BHMBCCMKT01,577,26.14453614,91.73617216,400,car,average,4,0,08-10-2016,14:30:00,2016-10-08T14:30:00.000+0000
86,BHMBCCMKT01,577,26.14453614,91.73617216,395,car,average,4,0,08-10-2016,14:57:00,2016-10-08T14:57:00.000+0000
87,BHMBCCMKT01,577,26.14453614,91.73617216,406,car,average,3,0,08-10-2016,15:30:00,2016-10-08T15:30:00.000+0000
88,BHMBCCMKT01,577,26.14453614,91.73617216,381,car,low,2,0,08-10-2016,16:04:00,2016-10-08T16:04:00.000+0000
89,BHMBCCMKT01,577,26.14453614,91.73617216,365,truck,low,2,0,08-10-2016,16:30:00,2016-10-08T16:30:00.000+0000
90,BHMBCCMKT01,577,26.14453614,91.73617216,42,car,low,2,1,09-10-2016,08:04:00,2016-10-09T08:04:00.000+0000
91,BHMBCCMKT01,577,26.14453614,91.73617216,42,bike,low,2,1,09-10-2016,08:30:00,2016-10-09T08:30:00.000+0000
92,BHMBCCMKT01,577,26.14453614,91.73617216,43,car,low,2,1,09-10-2016,09:04:00,2016-10-09T09:04:00.000+0000
93,BHMBCCMKT01,577,26.14453614,91.73617216,43,cycle,low,2,1,09-10-2016,09:30:00,2016-10-09T09:30:00.000+0000
94,BHMBCCMKT01,577,26.14453614,91.73617216,50,car,average,3,1,09-10-2016,09:57:00,2016-10-09T09:57:00.000+0000
95,BHMBCCMKT01,577,26.14453614,91.73617216,64,cycle,high,5,1,09-10-2016,10:30:00,2016-10-09T10:30:00.000+0000
96,BHMBCCMKT01,577,26.14453614,91.73617216,100,truck,average,6,1,09-10-2016,11:04:00,2016-10-09T11:04:00.000+0000
97,BHMBCCMKT01,577,26.14453614,91.73617216,126,car,average,6,1,09-10-2016,11:30:00,2016-10-09T11:30:00.000+0000
98,BHMBCCMKT01,577,26.14453614,91.73617216,148,car,average,6,1,09-10-2016,11:57:00,2016-10-09T11:57:00.000+0000
99,BHMBCCMKT01,577,26.14453614,91.73617216,170,truck,high,9,1,09-10-2016,12:30:00,2016-10-09T12:30:00.000+0000
100,BHMBCCMKT01,577,26.14453614,91.73617216,189,car,high,8,1,09-10-2016,13:04:00,2016-10-09T13:04:00.000+0000
101,BHMBCCMKT01,577,26.14453614,91.73617216,205,bike,high,9,1,09-10-2016,13:30:00,2016-10-09T13:30:00.000+0000
102,BHMBCCMKT01,577,26.14453614,91.73617216,208,cycle,high,7,1,09-10-2016,14:03:00,2016-10-09T14:03:00.000+0000
103,BHMBCCMKT01,577,26.14453614,91.73617216,209,car,average,5,1,09-10-2016,14:30:00,2016-10-09T14:30:00.000+0000
104,BHMBCCMKT01,577,26.14453614,91.73617216,191,car,low,3,1,09-10-2016,15:04:00,2016-10-09T15:04:00.000+0000
105,BHMBCCMKT01,577,26.14453614,91.73617216,180,car,low,3,1,09-10-2016,15:30:00,2016-10-09T15:30:00.000+0000
106,BHMBCCMKT01,577,26.14453614,91.73617216,155,truck,low,3,1,09-10-2016,16:03:00,2016-10-09T16:03:00.000+0000
107,BHMBCCMKT01,577,26.14453614,91.73617216,133,car,low,2,1,09-10-2016,16:30:00,2016-10-09T16:30:00.000+0000
108,BHMBCCMKT01,577,26.14453614,91.73617216,54,bike,low,1,0,10-10-2016,08:04:00,2016-10-10T08:04:00.000+0000
109,BHMBCCMKT01,577,26.14453614,91.73617216,56,truck,low,1,0,10-10-2016,08:30:00,2016-10-10T08:30:00.000+0000
110,BHMBCCMKT01,577,26.14453614,91.73617216,65,car,low,1,0,10-10-2016,09:04:00,2016-10-10T09:04:00.000+0000
111,BHMBCCMKT01,577,26.14453614,91.73617216,73,bike,low,2,0,10-10-2016,09:30:00,2016-10-10T09:30:00.000+0000
112,BHMBCCMKT01,577,26.14453614,91.73617216,92,cycle,low,2,0,10-10-2016,10:03:00,2016-10-10T10:03:00.000+0000
113,BHMBCCMKT01,577,26.14453614,91.73617216,113,cycle,average,4,0,10-10-2016,10:30:00,2016-10-10T10:30:00.000+0000
114,BHMBCCMKT01,577,26.14453614,91.73617216,144,car,average,3,0,10-10-2016,10:57:00,2016-10-10T10:57:00.000+0000
115,BHMBCCMKT01,577,26.14453614,91.73617216,149,car,average,4,0,10-10-2016,11:30:00,2016-10-10T11:30:00.000+0000
116,BHMBCCMKT01,577,26.14453614,91.73617216,159,car,average,4,0,10-10-2016,11:57:00,2016-10-10T11:57:00.000+0000
117,BHMBCCMKT01,577,26.14453614,91.73617216,171,car,high,6,0,10-10-2016,12:30:00,2016-10-10T12:30:00.000+0000
118,BHMBCCMKT01,577,26.14453614,91.73617216,176,truck,average,5,0,10-10-2016,13:04:00,2016-10-10T13:04:00.000+0000
119,BHMBCCMKT01,577,26.14453614,91.73617216,172,car,high,6,0,10-10-2016,13:30:00,2016-10-10T13:30:00.000+0000
120,BHMBCCMKT01,577,26.14453614,91.73617216,161,car,high,5,0,10-10-2016,14:03:00,2016-10-10T14:03:00.000+0000
121,BHMBCCMKT01,577,26.14453614,91.73617216,154,car,average,3,0,10-10-2016,14:30:00,2016-10-10T14:30:00.000+0000
122,BHMBCCMKT01,577,26.14453614,91.73617216,137,car,average,4,0,10-10-2016,14:57:00,2016-10-10T14:57:00.000+0000
123,BHMBCCMKT01,577,26.14453614,91.73617216,129,bike,low,1,0,10-10-2016,15:30:00,2016-10-10T15:30:00.000+0000
124,BHMBCCMKT01,577,26.14453614,91.73617216,130,car,average,3,0,10-10-2016,15:57:00,2016-10-10T15:57:00.000+0000
125,BHMBCCMKT01,577,26.14453614,91.73617216,114,truck,low,2,0,10-10-2016,16:30:00,2016-10-10T16:30:00.000+0000
126,BHMBCCMKT01,577,26.14453614,91.73617216,56,bike,average,1,0,11-10-2016,08:04:00,2016-10-11T08:04:00.000+0000
127,BHMBCCMKT01,577,26.14453614,91.73617216,64,car,low,1,0,11-10-2016,08:30:00,2016-10-11T08:30:00.000+0000
128,BHMBCCMKT01,577,26.14453614,91.73617216,74,truck,low,1,0,11-10-2016,08:57:00,2016-10-11T08:57:00.000+0000
129,BHMBCCMKT01,577,26.14453614,91.73617216,93,bike,low,2,0,11-10-2016,09:30:00,2016-10-11T09:30:00.000+0000
130,BHMBCCMKT01,577,26.14453614,91.73617216,129,bike,average,2,0,11-10-2016,09:57:00,2016-10-11T09:57:00.000+0000
131,BHMBCCMKT01,577,26.14453614,91.73617216,167,car,average,3,0,11-10-2016,10:30:00,2016-10-11T10:30:00.000+0000
132,BHMBCCMKT01,577,26.14453614,91.73617216,200,car,average,3,0,11-10-2016,10:57:00,2016-10-11T10:57:00.000+0000
133,BHMBCCMKT01,577,26.14453614,91.73617216,219,car,average,5,0,11-10-2016,11:30:00,2016-10-11T11:30:00.000+0000
134,BHMBCCMKT01,577,26.14453614,91.73617216,225,car,high,7,0,11-10-2016,12:03:00,2016-10-11T12:03:00.000+0000
135,BHMBCCMKT01,577,26.14453614,91.73617216,221,cycle,high,8,0,11-10-2016,12:30:00,2016-10-11T12:30:00.000+0000
136,BHMBCCMKT01,577,26.14453614,91.73617216,217,cycle,high,6,0,11-10-2016,13:04:00,2016-10-11T13:04:00.000+0000
137,BHMBCCMKT01,577,26.14453614,91.73617216,217,cycle,high,6,0,11-10-2016,13:31:00,2016-10-11T13:31:00.000+0000
138,BHMBCCMKT01,577,26.14453614,91.73617216,208,bike,average,4,0,11-10-2016,14:04:00,2016-10-11T14:04:00.000+0000
139,BHMBCCMKT01,577,26.14453614,91.73617216,191,car,average,3,0,11-10-2016,14:30:00,2016-10-11T14:30:00.000+0000
140,BHMBCCMKT01,577,26.14453614,91.73617216,167,bike,low,2,0,11-10-2016,15:03:00,2016-10-11T15:03:00.000+0000
141,BHMBCCMKT01,577,26.14453614,91.73617216,159,car,low,2,0,11-10-2016,15:33:00,2016-10-11T15:33:00.000+0000
142,BHMBCCMKT01,577,26.14453614,91.73617216,150,bike,low,1,0,11-10-2016,16:01:00,2016-10-11T16:01:00.000+0000
143,BHMBCCMKT01,577,26.14453614,91.73617216,127,car,low,2,0,11-10-2016,16:26:00,2016-10-11T16:26:00.000+0000
144,BHMBCCMKT01,577,26.14453614,91.73617216,51,bike,low,1,0,12-10-2016,08:04:00,2016-10-12T08:04:00.000+0000
145,BHMBCCMKT01,577,26.14453614,91.73617216,57,car,low,2,0,12-10-2016,08:31:00,2016-10-12T08:31:00.000+0000
146,BHMBCCMKT01,577,26.14453614,91.73617216,64,bike,low,1,0,12-10-2016,09:03:00,2016-10-12T09:03:00.000+0000
147,BHMBCCMKT01,577,26.14453614,91.73617216,73,car,low,1,0,12-10-2016,09:26:00,2016-10-12T09:26:00.000+0000
148,BHMBCCMKT01,577,26.14453614,91.73617216,99,car,average,3,0,12-10-2016,10:01:00,2016-10-12T10:01:00.000+0000
149,BHMBCCMKT01,577,26.14453614,91.73617216,112,bike,average,3,0,12-10-2016,10:31:00,2016-10-12T10:31:00.000+0000
150,BHMBCCMKT01,577,26.14453614,91.73617216,127,bike,average,4,0,12-10-2016,11:04:00,2016-10-12T11:04:00.000+0000
151,BHMBCCMKT01,577,26.14453614,91.73617216,128,car,average,4,0,12-10-2016,11:31:00,2016-10-12T11:31:00.000+0000
152,BHMBCCMKT01,577,26.14453614,91.73617216,143,car,high,6,0,12-10-2016,12:04:00,2016-10-12T12:04:00.000+0000
153,BHMBCCMKT01,577,26.14453614,91.73617216,158,car,average,5,0,12-10-2016,12:31:00,2016-10-12T12:31:00.000+0000
154,BHMBCCMKT01,577,26.14453614,91.73617216,157,bike,high,6,0,12-10-2016,13:04:00,2016-10-12T13:04:00.000+0000
155,BHMBCCMKT01,577,26.14453614,91.73617216,164,car,high,6,0,12-10-2016,13:34:00,2016-10-12T13:34:00.000+0000
156,BHMBCCMKT01,577,26.14453614,91.73617216,167,bike,high,5,0,12-10-2016,14:03:00,2016-10-12T14:03:00.000+0000
157,BHMBCCMKT01,577,26.14453614,91.73617216,159,bike,average,4,0,12-10-2016,14:34:00,2016-10-12T14:34:00.000+0000
158,BHMBCCMKT01,577,26.14453614,91.73617216,140,car,low,2,0,12-10-2016,15:01:00,2016-10-12T15:01:00.000+0000
159,BHMBCCMKT01,577,26.14453614,91.73617216,128,truck,low,2,0,12-10-2016,15:30:00,2016-10-12T15:30:00.000+0000
160,BHMBCCMKT01,577,26.14453614,91.73617216,121,car,low,2,0,12-10-2016,15:57:00,2016-10-12T15:57:00.000+0000
161,BHMBCCMKT01,577,26.14453614,91.73617216,111,cycle,average,2,0,12-10-2016,16:31:00,2016-10-12T16:31:00.000+0000
162,BHMBCCMKT01,577,26.14453614,91.73617216,58,car,low,2,0,13-10-2016,07:57:00,2016-10-13T07:57:00.000+0000
163,BHMBCCMKT01,577,26.14453614,91.73617216,65,car,low,1,0,13-10-2016,08:31:00,2016-10-13T08:31:00.000+0000
164,BHMBCCMKT01,577,26.14453614,91.73617216,76,car,low,2,0,13-10-2016,09:04:00,2016-10-13T09:04:00.000+0000
165,BHMBCCMKT01,577,26.14453614,91.73617216,97,cycle,low,2,0,13-10-2016,09:31:00,2016-10-13T09:31:00.000+0000
166,BHMBCCMKT01,577,26.14453614,91.73617216,127,bike,low,2,0,13-10-2016,09:57:00,2016-10-13T09:57:00.000+0000
167,BHMBCCMKT01,577,26.14453614,91.73617216,166,car,average,4,0,13-10-2016,10:31:00,2016-10-13T10:31:00.000+0000
168,BHMBCCMKT01,577,26.14453614,91.73617216,200,truck,average,4,0,13-10-2016,11:04:00,2016-10-13T11:04:00.000+0000
169,BHMBCCMKT01,577,26.14453614,91.73617216,220,car,average,4,0,13-10-2016,11:31:00,2016-10-13T11:31:00.000+0000
170,BHMBCCMKT01,577,26.14453614,91.73617216,230,car,average,4,0,13-10-2016,11:57:00,2016-10-13T11:57:00.000+0000
171,BHMBCCMKT01,577,26.14453614,91.73617216,231,cycle,high,7,0,13-10-2016,12:31:00,2016-10-13T12:31:00.000+0000
172,BHMBCCMKT01,577,26.14453614,91.73617216,214,car,high,6,0,13-10-2016,13:04:00,2016-10-13T13:04:00.000+0000
173,BHMBCCMKT01,577,26.14453614,91.73617216,203,cycle,high,6,0,13-10-2016,13:31:00,2016-10-13T13:31:00.000+0000
174,BHMBCCMKT01,577,26.14453614,91.73617216,205,car,average,5,0,13-10-2016,13:57:00,2016-10-13T13:57:00.000+0000
175,BHMBCCMKT01,577,26.14453614,91.73617216,181,truck,average,4,0,13-10-2016,14:31:00,2016-10-13T14:31:00.000+0000
176,BHMBCCMKT01,577,26.14453614,91.73617216,162,car,low,2,0,13-10-2016,15:04:00,2016-10-13T15:04:00.000+0000
177,BHMBCCMKT01,577,26.14453614,91.73617216,144,cycle,low,2,0,13-10-2016,15:31:00,2016-10-13T15:31:00.000+0000
178,BHMBCCMKT01,577,26.14453614,91.73617216,132,car,low,2,0,13-10-2016,16:04:00,2016-10-13T16:04:00.000+0000
179,BHMBCCMKT01,577,26.14453614,91.73617216,130,car,low,2,0,13-10-2016,16:31:00,2016-10-13T16:31:00.000+0000
180,BHMBCCMKT01,577,26.14453614,91.73617216,53,car,low,1,0,14-10-2016,08:01:00,2016-10-14T08:01:00.000+0000
181,BHMBCCMKT01,577,26.14453614,91.73617216,57,car,low,1,0,14-10-2016,08:27:00,2016-10-14T08:27:00.000+0000
182,BHMBCCMKT01,577,26.14453614,91.73617216,67,car,average,2,0,14-10-2016,09:01:00,2016-10-14T09:01:00.000+0000
183,BHMBCCMKT01,577,26.14453614,91.73617216,100,car,low,2,0,14-10-2016,09:27:00,2016-10-14T09:27:00.000+0000
184,BHMBCCMKT01,577,26.14453614,91.73617216,134,car,low,2,0,14-10-2016,10:01:00,2016-10-14T10:01:00.000+0000
185,BHMBCCMKT01,577,26.14453614,91.73617216,157,car,low,3,0,14-10-2016,10:27:00,2016-10-14T10:27:00.000+0000
186,BHMBCCMKT01,577,26.14453614,91.73617216,205,car,average,5,0,14-10-2016,11:01:00,2016-10-14T11:01:00.000+0000
187,BHMBCCMKT01,577,26.14453614,91.73617216,220,car,average,5,0,14-10-2016,11:27:00,2016-10-14T11:27:00.000+0000
188,BHMBCCMKT01,577,26.14453614,91.73617216,224,car,high,7,0,14-10-2016,12:01:00,2016-10-14T12:01:00.000+0000
189,BHMBCCMKT01,577,26.14453614,91.73617216,213,bike,average,5,0,14-10-2016,12:27:00,2016-10-14T12:27:00.000+0000
190,BHMBCCMKT01,577,26.14453614,91.73617216,205,truck,high,6,0,14-10-2016,13:01:00,2016-10-14T13:01:00.000+0000
191,BHMBCCMKT01,577,26.14453614,91.73617216,201,car,high,7,0,14-10-2016,13:27:00,2016-10-14T13:27:00.000+0000
192,BHMBCCMKT01,577,26.14453614,91.73617216,182,bike,average,4,0,14-10-2016,14:01:00,2016-10-14T14:01:00.000+0000
193,BHMBCCMKT01,577,26.14453614,91.73617216,174,bike,average,3,0,14-10-2016,14:34:00,2016-10-14T14:34:00.000+0000
194,BHMBCCMKT01,577,26.14453614,91.73617216,171,car,low,2,0,14-10-2016,15:01:00,2016-10-14T15:01:00.000+0000
195,BHMBCCMKT01,577,26.14453614,91.73617216,161,bike,low,2,0,14-10-2016,15:27:00,2016-10-14T15:27:00.000+0000
196,BHMBCCMKT01,577,26.14453614,91.73617216,138,car,low,1,0,14-10-2016,16:01:00,2016-10-14T16:01:00.000+0000
197,BHMBCCMKT01,577,26.14453614,91.73617216,134,car,low,2,0,14-10-2016,16:34:00,2016-10-14T16:34:00.000+0000
198,BHMBCCMKT01,577,26.14453614,91.73617216,53,bike,low,1,0,15-10-2016,08:01:00,2016-10-15T08:01:00.000+0000
199,BHMBCCMKT01,577,26.14453614,91.73617216,63,car,low,1,0,15-10-2016,08:34:00,2016-10-15T08:34:00.000+0000
200,BHMBCCMKT01,577,26.14453614,91.73617216,77,car,low,2,0,15-10-2016,09:01:00,2016-10-15T09:01:00.000+0000
